year, month, day, dow, hol, ObsCode, dcnn,Pmsl,Tdry,Twet,RH,Tx,Tn,N10,dd_pt,ff_mph,ww,RR,rd,af,gf,tx0,sd_cm,sss
1908,01,01,3_we,NY,"MO return; min temp estimated on form",5578,1016.4,0.7,-0.6,76,1.0,0.6,10,SE,x,00,0.0,0,0,x,0,x,x
1908,01,02,4_th,x,"MO return",5578,1028.3,-1.8,x,x,-0.3,-2.1,0,E,x,00,0.0,0,1,x,1,x,x
1908,01,03,5_fr,x,"MO return",5578,1026.6,-5.1,x,x,-0.2,-5.3,0,NE,x,00,0.0,0,1,x,1,x,x
1908,01,04,6_sa,x,"MO return",5578,1025.6,-2.9,-3.1,93,2.8,-5.2,0,N,x,00,0.0,0,1,x,0,x,x
1908,01,05,7_su,x,"MO return",5578,1028.6,-5.6,-5.7,94,4.8,-6.6,1,NW,x,00,0.1,0,1,x,0,x,x
1908,01,06,1_mo,x,"MO return",5578,1021.0,4.8,4.2,91,8.8,-7.3,10,SE,x,00,1.3,1,1,x,0,x,x
1908,01,07,2_tu,x,"MO return",5578,1003.8,8.4,8.0,95,10.6,4.2,10,S,x,52,27.7,1,0,x,0,x,x
1908,01,08,3_we,x,"MO return",5578,983.3,3.5,2.8,91,5.0,0.9,10,SW,x,52,0.8,1,0,x,0,x,x
1908,01,09,4_th,x,"MO return",5578,1006.1,1.2,-0.1,78,2.3,1.0,8,NW,x,00,0.8,1,0,x,0,x,x
1908,01,10,5_fr,x,"MO return",5578,1026.0,-0.6,-0.8,93,1.7,-1.6,5,N,x,00,0.0,0,1,x,0,x,x
1908,01,11,6_sa,x,"MO return",5578,1032.5,-6.4,-6.6,90,1.0,-7.1,0,E,x,00,0.0,0,1,x,0,x,x
1908,01,12,7_su,x,"MO return",5578,1028.3,-7.7,-7.8,93,1.1,-8.1,0,ESE,x,00,0.0,0,1,x,0,x,x
1908,01,13,1_mo,x,"MO return",5578,1023.6,-4.9,-5.0,94,4.3,-7.7,0,E,x,00,0.0,0,1,x,0,x,x
1908,01,14,2_tu,x,"MO return",5578,1025.5,4.3,3.1,82,6.6,-4.9,10,NE,x,00,0.3,1,1,x,0,x,x
1908,01,15,3_we,x,"MO return",5578,1023.6,5.5,5.3,97,9.9,3.9,10,SW,x,00,0.0,0,0,x,0,x,x
1908,01,16,4_th,x,"MO return",5578,1016.2,9.7,9.0,91,10.3,5.3,10,S,x,00,1.2,1,0,x,0,x,x
1908,01,17,5_fr,x,"MO return",5578,1017.6,9.8,8.8,87,11.8,9.4,10,SW,x,00,0.0,0,0,x,0,x,x
1908,01,18,6_sa,x,"MO return",5578,1027.2,1.2,1.1,97,4.4,1.1,0,WSW,x,00,0.1,0,0,x,0,x,x
1908,01,19,7_su,x,"MO return",5578,1027.2,0.8,0.6,95,4.1,-1.1,10,E,x,00,0.0,0,1,x,0,x,x
1908,01,20,1_mo,x,"MO return",5578,1032.2,2.5,1.0,77,7.1,0.8,5,N,x,00,0.0,0,0,x,0,x,x
1908,01,21,2_tu,x,"MO return; reported degF dew point and vp (ins) slightly in error; discarded",5578,1037.2,1.1,-1.4,55,1.2,-3.9,10,NW,x,44,0.3,1,1,x,0,x,x
1908,01,22,3_we,x,"MO return",5578,1032.6,1.2,0.5,87,4.4,-1.8,10,NE,x,00,0.1,0,1,x,0,x,x
1908,01,23,4_th,x,"MO return",5578,1033.3,1.3,1.1,96,4.2,-0.3,10,S,x,10,0.3,1,1,x,0,x,x
1908,01,24,5_fr,x,"MO return; notes suggest rainfall for 24-25 split equally among the two days",5578,1033.8,-0.8,-0.9,96,0.5,-1.0,10,S,x,10,0.1,0,1,x,0,x,x
1908,01,25,6_sa,x,"MO return",5578,1029.9,-0.4,-0.5,98,7.2,-1.2,10,SW,x,00,0.1,0,1,x,0,x,x
1908,01,26,7_su,x,"MO return",5578,1030.3,7.2,6.6,91,10.5,-0.6,10,WSW,x,00,3.1,1,1,x,0,x,x
1908,01,27,1_mo,x,"MO return",5578,1014.4,10.5,10.0,94,11.9,7.0,10,SW,x,00,0.0,0,0,x,0,x,x
1908,01,28,2_tu,x,"MO return",5578,1005.9,5.6,3.9,78,8.1,5.0,2,SW,x,00,0.3,1,0,x,0,x,x
1908,01,29,3_we,x,"MO return",5578,1011.7,2.2,0.1,68,5.6,1.6,0,N,x,00,0.0,0,0,x,0,x,x
1908,01,30,4_th,x,"MO return",5578,1024.0,0.7,-0.9,72,4.5,-0.1,7,WNW,x,00,0.4,1,1,x,0,x,x
1908,01,31,5_fr,x,"MO return",5578,1015.7,4.3,3.2,83,7.9,0.6,10,NE,x,00,0.0,0,0,x,0,x,x
1908,02,01,6_sa,x,"MO return",5578,1013.9,3.9,2.0,74,6.2,0.4,8,NE,x,00,0.0,0,0,x,0,x,x
1908,02,02,7_su,x,"MO return; return says maxt=48.4; MO changed this to 43.4; MO have changed min temp from 31.9 to 26.9",5578,1027.7,-2.1,x,x,6.3,-2.8,0,SW,x,00,0.0,0,1,x,0,x,x
1908,02,03,1_mo,x,"MO return",5578,1025.8,2.3,1.9,94,7.3,-2.1,10,SW,x,00,0.6,1,1,x,0,x,x
1908,02,04,2_tu,x,"MO return",5578,1030.9,1.6,0.0,72,5.7,0.7,0,WNW,x,00,0.1,0,0,x,0,x,x
1908,02,05,3_we,x,"MO return",5578,1039.6,0.0,-1.1,77,6.1,-1.2,1,SW,x,00,0.0,0,1,x,0,x,x
1908,02,06,4_th,x,"MO return; P and MSLP are maybe 0.1in too low",5578,1036.3,6.1,5.3,88,10.6,-0.3,10,N,x,00,0.4,1,1,x,0,x,x
1908,02,07,5_fr,x,"MO return; P and MSLP are maybe 0.1in too low; MO changed max temp from 43.9 to 48.9",5578,1037.6,3.8,3.4,94,9.4,0.0,10,SW,x,52,0.7,1,0,x,0,x,x
1908,02,08,6_sa,x,"MO return",5578,1033.7,4.2,2.3,69,8.3,1.1,6,SW,x,00,0.0,0,0,x,0,x,x
1908,02,09,7_su,x,"MO return",5578,1032.3,7.6,6.1,80,8.8,0.3,6,N,x,00,0.0,0,0,x,0,x,x
1908,02,10,1_mo,x,"MO return",5578,1033.1,6.0,4.7,81,11.6,3.9,9,W,x,00,0.0,0,0,x,0,x,x
1908,02,11,2_tu,x,"MO return",5578,1035.9,5.6,4.9,91,10.2,4.7,10,WSW,x,00,0.0,0,0,x,0,x,x
1908,02,12,3_we,x,"MO return",5578,1033.5,5.6,4.4,84,9.8,3.1,1,S,x,00,0.0,0,0,x,0,x,x
1908,02,13,4_th,x,"MO return",5578,1025.5,0.5,-1.0,68,6.1,-2.2,10,NW,x,44,0.3,1,1,x,0,x,x
1908,02,14,5_fr,x,"MO return",5578,1024.9,6.1,5.9,97,12.0,-1.6,10,SSW,x,00,0.0,0,1,x,0,x,x
1908,02,15,6_sa,x,"MO return",5578,1020.4,8.9,7.2,79,9.9,2.2,10,SW,x,00,1.5,1,0,x,0,x,x
1908,02,16,7_su,x,"MO return",5578,1020.5,4.4,2.8,77,9.2,1.1,1,NW,x,00,7.0,1,0,x,0,x,x
1908,02,17,1_mo,x,"MO return; MO changed maxt from 650 to 550; pressure values seem about 6 mb too low cf NCEP",5578,1003.0,9.0,8.8,98,12.8,3.3,10,SW,x,00,1.7,1,0,x,0,x,x
1908,02,18,2_tu,x,"MO return",5578,1005.4,7.5,6.4,85,12.5,5.9,10,WSW,x,00,1.0,1,0,x,0,x,x
1908,02,19,3_we,x,"MO return",5578,1012.0,7.2,5.7,80,12.1,4.9,9,SW,x,00,0.3,1,0,x,0,x,x
1908,02,20,4_th,x,"MO return",5578,1016.1,7.9,7.5,95,11.9,6.1,10,WSW,x,52,0.0,0,0,x,0,x,x
1908,02,21,5_fr,x,"MO return",5578,1014.4,8.4,7.5,88,10.6,5.7,10,SW,x,00,0.0,0,0,x,0,x,x
1908,02,22,6_sa,x,"MO return",5578,1011.3,6.7,5.5,83,10.6,4.8,10,SW,x,00,0.8,1,0,x,0,x,x
1908,02,23,7_su,x,"MO return; MO changes maxt from 562 to 512",5578,1008.7,6.4,4.6,77,10.7,4.7,8,SW,x,00,0.3,1,0,x,0,x,x
1908,02,24,1_mo,x,"MO return",5578,1006.4,3.9,1.7,70,7.7,1.7,4,W,x,00,0.5,1,0,x,0,x,x
1908,02,25,2_tu,x,"MO return",5578,1014.7,6.1,4.4,77,8.9,3.6,9,NW,x,00,0.0,0,0,x,0,x,x
1908,02,26,3_we,x,"MO return",5578,1021.0,4.2,2.7,79,9.1,1.8,8,NW,x,00,2.7,1,0,x,0,x,x
1908,02,27,4_th,x,"MO return",5578,1009.7,6.7,4.4,72,8.4,3.1,6,NW,x,00,2.7,1,0,x,0,x,x
1908,02,28,5_fr,x,"MO return; MO changed maxt from 539 to 439",5578,993.2,3.3,2.7,90,6.6,1.1,10,SW,x,00,1.0,1,0,x,0,x,x
1908,02,29,6_sa,x,"MO return",5578,990.9,1.7,-0.2,70,6.0,-0.8,0,WSW,x,00,0.4,1,1,x,0,x,x
1908,03,01,7_su,x,"MO return; pressure about 5mb too high cf NCEP",5578,995.4,1.9,0.7,80,5.3,0.7,10,WSW,x,00,2.3,1,0,x,0,x,x
1908,03,02,1_mo,x,"MO return",5578,1005.1,1.1,0.9,80,6.2,1.0,10,W,x,00,0.8,1,0,x,0,x,x
1908,03,03,2_tu,x,"MO return",5578,1004.1,1.0,0.5,90,4.4,-0.3,10,SW,x,72,10.1,1,1,x,0,x,x
1908,03,04,3_we,x,"MO return",5578,1003.7,1.7,1.1,89,6.0,0.3,10,NE,x,02,0.0,0,0,x,0,x,x
1908,03,05,4_th,x,"MO return",5578,1016.2,0.8,0.0,85,7.2,-0.6,10,SSW,x,10,10.9,1,1,x,0,x,x
1908,03,06,5_fr,x,"MO return; pressure about 10 mb too low",5578,990.0,7.2,6.6,92,10.3,0.6,10,S,x,80,1.4,1,0,x,0,x,x
1908,03,07,6_sa,x,"MO return",5578,1009.2,4.5,2.7,95,9.0,3.3,10,SW,x,00,1.4,1,0,x,0,x,x
1908,03,08,7_su,x,"MO return",5578,1006.3,8.8,8.2,91,12.7,3.7,10,SW,x,00,3.8,1,0,x,0,x,x
1908,03,09,1_mo,x,"MO return",5578,997.3,5.5,4.4,85,9.3,5.5,10,SW,x,80,0.8,1,0,x,0,x,x
1908,03,10,2_tu,x,"MO return",5578,994.4,6.4,4.4,74,8.2,2.7,10,WSW,x,00,0.0,0,0,x,0,x,x
1908,03,11,3_we,x,"MO return",5578,1008.4,5.6,3.9,78,9.4,4.4,9,WNW,x,00,0.0,0,0,x,0,x,x
1908,03,12,4_th,x,"MO return",5578,1017.1,1.9,0.0,70,11.7,-2.5,0,W,x,10,0.0,0,1,x,0,x,x
1908,03,13,5_fr,x,"MO return",5578,1020.0,3.9,2.7,82,8.6,0.8,4,N,x,00,0.0,0,0,x,0,x,x
1908,03,14,6_sa,x,"MO return; MO changed maxt from 489 to 469",5578,1023.4,1.9,0.7,80,8.3,-0.2,10,NE,x,00,0.0,0,1,x,0,x,x
1908,03,15,7_su,x,"MO return",5578,1024.5,2.7,-0.1,59,5.2,-2.9,6,NE,x,00,2.6,1,1,x,0,x,x
1908,03,16,1_mo,x,"MO return",5578,1016.2,3.4,3.1,94,7.2,0.7,10,SW,x,00,0.3,1,0,x,0,x,x
1908,03,17,2_tu,x,"MO return",5578,1013.6,3.7,1.5,83,8.3,0.9,5,N,x,00,0.0,0,0,x,0,x,x
1908,03,18,3_we,x,"MO return",5578,1012.9,2.2,1.1,83,5.1,-0.4,10,WNW,x,68,0.4,1,1,x,0,x,x
1908,03,19,4_th,x,"MO return",5578,1013.9,2.7,0.7,69,6.2,3.3,6,NE,x,00,0.0,0,0,x,0,x,x
1908,03,20,5_fr,x,"MO return; MO changed maxt from 521 to 421",5578,1012.5,0.6,-0.5,78,5.6,-3.4,0,NW,x,10,0.0,0,1,x,0,x,x
1908,03,21,6_sa,x,"MO return",5578,1015.4,3.9,2.3,77,9.9,0.5,6,SW,x,00,0.0,0,0,x,0,x,x
1908,03,22,7_su,x,"MO return",5578,1003.9,6.8,4.0,65,7.4,-1.4,10,SW,x,00,5.1,1,1,x,0,x,x
1908,03,23,1_mo,x,"MO return",5578,1011.6,5.6,5.2,95,13.3,3.8,8,ESE,x,00,0.0,0,0,x,0,x,x
1908,03,24,2_tu,x,"MO return",5578,1021.9,7.4,5.7,78,12.9,0.0,9,SW,x,00,7.7,1,0,x,0,x,x
1908,03,25,3_we,x,"MO return",5578,1015.3,6.8,5.8,87,7.9,5.2,10,E,x,62,6.5,1,0,x,0,x,x
1908,03,26,4_th,x,"MO return",5578,1017.7,4.9,3.9,87,8.8,4.1,10,NE,x,52,0.0,0,0,x,0,x,x
1908,03,27,5_fr,x,"MO return",5578,1020.2,3.8,3.4,94,12.7,1.1,0,SW,x,10,1.9,1,0,x,0,x,x
1908,03,28,6_sa,x,"MO return",5578,1015.7,6.1,4.4,77,10.8,-1.1,9,N,x,00,0.0,0,1,x,0,x,x
1908,03,29,7_su,x,"MO return",5578,1020.3,8.3,6.6,78,11.2,2.2,9,SW,x,00,2.0,1,0,x,0,x,x
1908,03,30,1_mo,x,"MO return",5578,1015.5,8.3,6.2,73,12.2,1.7,9,SW,x,00,7.0,1,0,x,0,x,x
1908,03,31,2_tu,x,"MO return",5578,1007.2,7.2,4.2,64,8.4,3.6,5,NW,x,00,0.0,0,0,x,0,x,x
1908,04,01,3_we,x,"MO return",5578,1012.5,6.7,4.6,73,10.8,1.0,10,W,x,00,0.3,1,0,x,0,x,x
1908,04,02,4_th,x,"MO return",5578,1017.2,10.8,9.7,86,13.8,6.1,10,W,x,52,0.0,0,0,x,0,x,x
1908,04,03,5_fr,x,"MO return",5578,1012.6,9.2,6.6,69,12.0,8.6,10,W,x,00,0.6,1,0,x,0,x,x
1908,04,04,6_sa,x,"MO return",5578,1013.3,7.4,4.7,67,11.1,4.2,10,W,x,00,2.5,1,0,x,0,x,x
1908,04,05,7_su,x,"MO return",5578,1014.1,5.3,3.8,80,8.9,3.8,10,NW,x,52,5.8,1,0,x,0,x,x
1908,04,06,1_mo,x,"MO return",5578,1025.1,6.2,4.4,78,8.8,3.8,9,NE,x,00,0.9,1,0,x,0,x,x
1908,04,07,2_tu,x,"MO return",5578,1029.2,6.1,3.4,65,11.7,3.2,7,NE,x,00,0.0,0,0,x,0,x,x
1908,04,08,3_we,x,"MO return",5578,1025.5,5.6,3.4,72,15.6,-0.1,0,NE,x,00,0.0,0,1,x,0,x,x
1908,04,09,4_th,x,"MO return",5578,1019.7,8.1,4.2,57,16.2,-1.2,0,NE,x,10,0.0,0,1,x,0,x,x
1908,04,10,5_fr,x,"MO return",5578,1015.0,7.8,6.2,79,9.1,4.9,10,NE,x,00,0.0,0,0,x,0,x,x
1908,04,11,6_sa,x,"MO return",5578,1011.1,6.8,5.6,84,9.7,5.5,10,NE,x,00,0.0,0,0,x,0,x,x
1908,04,12,7_su,x,"MO return",5578,1016.1,6.1,5.1,86,10.5,4.7,10,NE,x,52,0.8,1,0,x,0,x,x
1908,04,13,1_mo,x,"MO return",5578,1021.9,7.5,4.4,63,9.0,0.6,6,E,x,00,0.1,0,0,x,0,x,x
1908,04,14,2_tu,x,"MO return",5578,1023.2,6.6,3.4,61,8.4,1.4,7,NE,x,00,0.0,0,0,x,0,x,x
1908,04,15,3_we,x,"MO return",5578,1023.7,5.3,3.3,74,13.1,1.7,10,N,x,00,0.0,0,0,x,0,x,x
1908,04,16,4_th,x,"MO return",5578,1024.2,10.6,7.8,69,16.1,4.8,1,NE,x,00,0.0,0,0,x,0,x,x
1908,04,17,5_fr,EF,"MO return",5578,1024.7,9.4,5.9,61,13.5,3.3,1,NE,x,00,0.0,0,0,x,0,x,x
1908,04,18,6_sa,ES,"MO return",5578,1014.5,7.2,4.2,64,10.6,1.5,5,NE,x,00,0.0,0,0,x,0,x,x
1908,04,19,7_su,EA,"MO return",5578,1008.8,8.3,5.3,64,9.2,2.3,8,NE,x,00,1.3,1,0,x,0,x,x
1908,04,20,1_mo,EM,"MO return",5578,1009.0,5.7,2.6,61,7.7,-0.3,7,N,x,00,0.5,1,1,x,0,x,x
1908,04,21,2_tu,x,"MO return",5578,1011.0,6.6,5.3,83,11.6,-0.6,10,W,x,00,0.0,0,1,x,0,x,x
1908,04,22,3_we,x,"MO return",5578,1008.4,8.9,6.7,73,10.6,0.0,7,W,x,00,6.6,1,0,x,0,x,x
1908,04,23,4_th,x,"MO return",5578,1005.5,4.9,3.6,82,5.2,1.8,10,E,x,62,10.9,1,0,x,0,x,x
1908,04,24,5_fr,x,"MO return; maxt marked as ? By MO",5578,1001.5,1.9,-0.1,69,5.0,-1.2,1,NW,x,68,1.8,1,1,x,0,x,x
1908,04,25,6_sa,x,"MO return; mint marked as ? By MO",5578,997.1,-0.3,-0.3,100,5.0,-1.1,10,NE,x,72,37.3,1,1,x,0,x,x
1908,04,26,7_su,x,"MO return",5578,1002.6,4.2,2.8,80,9.0,-2.5,1,SSW,x,72,0.0,0,1,x,0,x,x
1908,04,27,1_mo,x,"MO return",5578,1008.7,8.4,6.1,72,9.4,-0.1,10,SW,x,00,7.4,1,1,x,0,x,x
1908,04,28,2_tu,x,"MO return",5578,1005.6,8.7,8.2,93,11.6,7.3,10,NE,x,52,17.4,1,0,x,0,x,x
1908,04,29,3_we,x,"MO return",5578,1015.6,11.4,9.9,81,18.2,6.7,9,NNW,x,62,9.0,1,0,x,0,x,x
1908,04,30,4_th,x,"MO return",5578,1023.0,10.1,9.4,93,17.2,8.8,10,SW,x,62,0.7,1,0,x,0,x,x
1908,05,01,5_fr,x,"MO return; MSLp changed from 30.111 in monthly return",5578,1023.1,17.2,14.8,76,24.9,9.7,7,SW,x,00,0.0,0,0,x,0,x,x
1908,05,02,6_sa,x,"MO return",5578,1019.6,18.8,15.7,70,25.5,9.1,8,SW,x,00,3.7,1,0,x,0,x,x
1908,05,03,7_su,x,"MO return",5578,1016.4,12.1,11.4,92,14.4,11.7,10,NW,x,62,0.3,1,0,x,0,x,x
1908,05,04,1_mo,x,"MO return",5578,1008.6,12.8,12.1,90,15.5,9.6,10,NE,x,00,2.0,1,0,x,0,x,x
1908,05,05,2_tu,x,"MO return",5578,1001.2,11.2,10.6,93,13.8,8.8,10,S,x,62,1.4,1,0,x,0,x,x
1908,05,06,3_we,x,"MO return",5578,997.5,11.2,10.4,90,16.9,10.1,10,SW,x,62,0.8,1,0,x,0,x,x
1908,05,07,4_th,x,"MO return",5578,1012.3,12.7,8.4,56,17.3,5.7,7,W,x,00,0.9,1,0,x,0,x,x
1908,05,08,5_fr,x,"MO return",5578,1011.9,13.0,12.0,88,16.3,10.5,10,SSW,x,00,0.0,0,0,x,0,x,x
1908,05,09,6_sa,x,"MO return",5578,1009.2,14.9,11.8,68,19.4,11.2,9,SW,x,00,0.0,0,0,x,0,x,x
1908,05,10,7_su,x,"MO return",5578,1012.4,13.3,11.2,77,17.7,7.1,10,WSW,x,00,0.0,0,0,x,0,x,x
1908,05,11,1_mo,x,"MO return",5578,1016.2,14.2,10.1,59,16.6,3.3,6,NNE,x,00,2.2,1,0,x,0,x,x
1908,05,12,2_tu,x,"MO return",5578,1010.3,14.3,11.1,67,18.4,8.9,8,SW,x,00,0.8,1,0,x,0,x,x
1908,05,13,3_we,x,"MO return",5578,1008.7,12.8,9.9,69,16.1,4.6,8,SW,x,00,1.4,1,0,x,0,x,x
1908,05,14,4_th,x,"MO return",5578,1004.0,9.7,8.9,90,12.0,6.1,10,W,x,62,6.7,1,0,x,0,x,x
1908,05,15,5_fr,x,"MO return",5578,1004.7,10.7,9.1,81,13.3,7.3,10,SW,x,00,1.3,1,0,x,0,x,x
1908,05,16,6_sa,x,"MO return",5578,1022.3,12.7,10.7,77,17.3,7.1,9,WSW,x,00,0.0,0,0,x,0,x,x
1908,05,17,7_su,x,"MO return; stnP was 30.344 on monthly return - changed as MSLP agrees with NCEP reanalysis",5578,1026.9,15.6,13.8,82,23.3,12.7,10,SSW,x,00,0.0,0,0,x,0,x,x
1908,05,18,1_mo,x,"MO return",5578,1032.9,13.2,11.6,82,21.6,10.0,10,SW,x,00,0.0,0,0,x,0,x,x
1908,05,19,2_tu,x,"MO return",5578,1029.2,12.9,11.9,89,23.3,10.7,10,SW,x,00,0.0,0,0,x,0,x,x
1908,05,20,3_we,x,"MO return;maxt changed from 738 to 638 by MO",5578,1027.6,14.9,11.9,69,17.7,10.7,9,NE,x,00,0.0,0,0,x,0,x,x
1908,05,21,4_th,x,"MO return",5578,1013.0,15.8,12.5,66,17.7,8.4,9,SW,x,00,0.0,0,0,x,0,x,x
1908,05,22,5_fr,x,"MO return",5578,1008.1,13.5,9.2,57,14.9,4.9,8,SW,x,00,3.2,1,0,x,0,x,x
1908,05,23,6_sa,x,"MO return",5578,1019.3,11.0,8.7,73,17.8,5.4,7,NW,x,00,1.0,1,0,x,0,x,x
1908,05,24,7_su,x,"MO return",5578,1016.6,14.4,11.6,71,17.8,4.4,2,SW,x,00,0.8,1,0,x,0,x,x
1908,05,25,1_mo,x,"MO return",5578,1011.3,13.6,10.3,66,14.4,8.8,9,SW,x,00,0.5,1,0,x,0,x,x
1908,05,26,2_tu,x,"MO return",5578,1021.3,13.9,11.8,77,17.8,9.3,10,WSW,x,00,0.0,0,0,x,0,x,x
1908,05,27,3_we,x,"MO return",5578,1032.7,17.7,13.7,62,23.3,9.3,4,ENE,x,00,0.0,0,0,x,0,x,x
1908,05,28,4_th,x,"MO return",5578,1032.7,19.3,13.9,53,22.3,8.3,0,NE,x,00,0.0,0,0,x,0,x,x
1908,05,29,5_fr,x,"MO return",5578,1027.9,16.9,12.9,62,22.3,9.9,2,NE,x,00,6.6,1,0,x,0,x,x
1908,05,30,6_sa,x,"MO return",5578,1017.0,13.6,12.6,88,21.4,11.3,10,NE,x,00,0.0,0,0,x,0,x,x
1908,05,31,7_su,x,"MO return",5578,1015.1,19.0,15.5,67,24.5,12.8,1,NE,x,00,0.8,1,0,x,0,x,x
1908,06,01,1_mo,x,"MO return; MSLP-stnP seems rather large; MSLp seems OK",5578,1013.4,21.4,18.6,76,25.1,15.0,9,SE,x,00,13.4,1,0,x,0,x,x
1908,06,02,2_tu,x,"MO return",5578,1013.5,17.5,16.1,84,23.1,15.1,10,SW,x,00,0.0,0,0,x,0,x,x
1908,06,03,3_we,x,"MO return",5578,1017.9,23.1,19.2,66,26.8,10.9,1,SE,x,00,0.0,0,0,x,0,x,x
1908,06,04,4_th,x,"MO return",5578,1018.7,22.0,18.1,65,28.3,13.6,3,SE,x,00,0.0,0,0,x,0,x,x
1908,06,05,5_fr,x,"MO return",5578,1018.2,15.1,11.2,62,19.3,10.7,4,SW,x,00,0.0,0,0,x,0,x,x
1908,06,06,6_sa,L6,"MO return",5578,1015.4,12.1,8.4,61,15.2,8.9,9,NE,x,00,0.0,0,0,x,0,x,x
1908,06,07,7_su,L7,"MO return",5578,1023.1,10.5,7.8,69,17.8,4.1,10,W,x,00,0.8,1,0,x,0,x,x
1908,06,08,1_mo,LS,"MO return",5578,1020.4,13.8,11.8,77,19.9,8.7,10,SW,x,00,0.7,1,0,x,0,x,x
1908,06,09,2_tu,x,"MO return",5578,1024.1,15.6,13.5,77,21.3,7.4,10,W,x,00,0.0,0,0,x,0,x,x
1908,06,10,3_we,x,"MO return",5578,1026.7,18.9,15.8,71,24.7,12.7,10,W,x,00,0.0,0,0,x,0,x,x
1908,06,11,4_th,x,"MO return",5578,1024.0,18.3,14.2,61,21.6,9.7,10,SW,x,00,0.3,1,0,x,0,x,x
1908,06,12,5_fr,x,"MO return",5578,1017.5,14.4,12.8,83,19.1,11.2,7,SW,x,62,0.0,0,0,x,0,x,x
1908,06,13,6_sa,x,"MO return",5578,1014.5,14.5,11.5,69,16.4,7.6,10,WSW,x,00,0.7,1,0,x,0,x,x
1908,06,14,7_su,x,"MO return; MSLP changed from 29850 to 29750 to agree with NCEP reanalysis",5578,1007.5,14.9,11.7,67,19.5,12.1,9,NW,x,00,0.0,0,0,x,0,x,x
1908,06,15,1_mo,x,"MO return",5578,1018.3,17.7,13.4,59,20.5,6.2,2,WSW,x,00,0.0,0,0,x,0,x,x
1908,06,16,2_tu,x,"MO return",5578,1006.5,15.6,12.9,72,17.3,9.7,9,SSW,x,00,5.7,1,0,x,0,x,x
1908,06,17,3_we,x,"MO return",5578,1006.8,12.8,11.9,90,15.6,10.8,10,SW,x,00,1.9,1,0,x,0,x,x
1908,06,18,4_th,x,"MO return",5578,1014.9,15.5,12.4,68,20.1,6.4,10,SW,x,00,0.0,0,0,x,0,x,x
1908,06,19,5_fr,x,"MO return",5578,1011.3,16.5,12.7,63,21.6,4.8,6,W,x,00,0.0,0,0,x,0,x,x
1908,06,20,6_sa,x,"MO return",5578,1012.7,16.4,11.6,56,18.3,8.6,1,NNW,x,00,0.0,0,0,x,0,x,x
1908,06,21,7_su,x,"MO return",5578,1022.6,11.9,8.8,66,17.4,7.2,8,ENE,x,00,0.0,0,0,x,0,x,x
1908,06,22,1_mo,x,"MO return; MSLP changed fro 30267 to30167 to agree with NCEP reanalysis",5578,1021.6,12.2,9.1,66,21.0,4.7,10,E,x,00,0.0,0,0,x,0,x,x
1908,06,23,2_tu,x,"MO return",5578,1021.5,19.2,14.6,59,25.7,6.2,2,NE,x,00,0.0,0,0,x,0,x,x
1908,06,24,3_we,x,"MO return",5578,1025.9,18.6,14.7,64,23.4,13.6,5,NW,x,44,0.0,0,0,x,0,x,x
1908,06,25,4_th,x,"MO return",5578,1028.1,14.8,11.6,67,23.4,9.6,8,E,x,00,0.0,0,0,x,0,x,x
1908,06,26,5_fr,x,"MO return",5578,1027.9,20.4,13.6,45,26.1,7.1,0,NE,x,00,0.0,0,0,x,0,x,x
1908,06,27,6_sa,x,"MO return",5578,1029.4,15.1,13.4,82,20.4,11.7,10,ENE,x,00,0.0,0,0,x,0,x,x
1908,06,28,7_su,x,"MO return; partial solar eclipse at 5.14-6.00 pm",5578,1027.2,15.3,13.3,78,25.6,13.1,10,NE,x,00,0.0,0,0,x,0,x,x
1908,06,29,1_mo,x,"MO return",5578,1024.5,18.8,15.1,65,25.8,12.2,0,NE,x,00,0.0,0,0,x,0,x,x
1908,06,30,2_tu,x,"MO return",5578,1023.9,17.5,13.2,59,26.3,10.7,3,NE,x,00,0.0,0,0,x,0,x,x
1908,07,01,3_we,x,"MO return",5578,1025.8,20.9,15.8,57,27.8,12.6,4,NE,x,00,0.0,0,0,x,0,x,x
1908,07,02,4_th,x,"MO return; aurora borealis seen",5578,1026.4,21.6,20.3,87,27.8,12.6,5,NE,x,00,0.0,0,0,x,0,x,x
1908,07,03,5_fr,x,"MO return",5578,1024.2,22.2,16.1,50,29.0,10.5,5,NE,x,00,0.0,0,0,x,0,x,x
1908,07,04,6_sa,x,"MO return",5578,1019.2,16.1,14.0,79,21.8,14.3,10,NNE,x,00,1.3,1,0,x,0,x,x
1908,07,05,7_su,x,"MO return",5578,1018.4,16.6,14.7,80,20.0,13.9,10,E,x,00,0.0,0,0,x,0,x,x
1908,07,06,1_mo,x,"MO return",5578,1018.5,17.5,13.9,66,24.6,13.3,10,SW,x,00,0.0,0,0,x,0,x,x
1908,07,07,2_tu,x,"MO return",5578,1014.7,18.4,13.3,55,22.9,13.1,6,SW,x,00,0.8,1,0,x,0,x,x
1908,07,08,3_we,x,"MO return",5578,1012.3,16.4,14.8,82,17.0,13.3,10,SW,x,00,4.3,1,0,x,0,x,x
1908,07,09,4_th,x,"MO return",5578,1010.9,16.0,13.1,70,22.2,11.7,7,SW,x,00,7.4,1,0,x,0,x,x
1908,07,10,5_fr,x,"MO return",5578,1009.9,17.2,16.6,73,17.2,12.0,10,WSW,x,52,1.3,1,0,x,0,x,x
