year, month, day, dow, hol, ObsCode, dcnn,Pmsl,Tdry,Twet,RH,Tx,Tn,N10,dd_pt,ff_mph,ww,RR,rd,af,gf,tx0,sd_cm,sss
1915,02,28,7_su,x,"pktreg",5578,1011.5,4.8,2.8,69,7.6,0.2,1,W,x,00,0.5,1,0,x,0,x,x
1915,03,01,1_mo,x,"pktreg",5578,1002.4,3.9,1.3,57,7.7,2.2,0,W,x,00,0.0,0,0,x,0,x,x
1915,03,02,2_tu,x,"pktreg",5578,1015.0,3.7,2.0,71,8.3,1.1,2,W,x,00,6.1,1,0,x,0,x,x
1915,03,03,3_we,x,"pktreg; min temp changed from 390 to 386",5578,1011.9,8.3,8.0,96,10.9,3.7,10,SW,x,00,1.3,1,0,x,0,x,x
1915,03,04,4_th,x,"pktreg",5578,1017.0,8.7,8.2,94,12.8,7.4,10,W,x,00,0.0,0,0,x,0,x,x
1915,03,05,5_fr,x,"pktreg; min temp changed from 478 to 477",5578,1021.5,9.4,8.1,83,11.7,8.7,10,SW,x,00,0.0,0,0,x,0,x,x
1915,03,06,6_sa,x,"pktreg",5578,1019.1,8.6,7.2,81,13.2,6.8,7,S,x,00,0.5,1,0,x,0,x,x
1915,03,07,7_su,x,"pktreg",5578,1017.0,6.8,4.4,66,8.8,6.5,8,N,x,00,0.5,1,0,x,0,x,x
1915,03,08,1_mo,x,"pktreg",5578,1022.0,2.3,1.2,81,4.4,1.1,10,N,x,00,0.5,1,0,x,0,x,x
1915,03,09,2_tu,x,"pktreg",5578,1032.0,1.9,0.6,77,6.3,1.4,10,NNE,x,00,0.0,0,0,x,0,x,x
1915,03,10,3_we,x,"pktreg; min temp changed from 358 to 354",5578,1029.5,4.2,2.7,76,7.3,1.9,9,NW,x,00,0.0,0,0,x,0,x,x
1915,03,11,4_th,x,"pktreg; register gives cloud form as haze and weather as overcast but no cloud amt; changed to amt=10",5578,1016.6,6.7,6.1,91,12.2,4.2,10,SW,x,05,0.8,1,0,x,0,x,x
1915,03,12,5_fr,x,"pktreg; register gives cloud form as haze and weather as overcast but no cloud amt; changed to amt=10",5578,1023.4,6.7,6.2,93,10.0,3.1,10,W,x,05,0.0,0,0,x,0,x,x
1915,03,13,6_sa,x,"pktreg",5578,1021.1,4.3,3.9,94,10.3,2.3,0,SW,x,00,0.0,0,0,x,0,x,x
1915,03,14,7_su,x,"pktreg",5578,1023.5,8.1,6.8,82,13.6,4.1,10,N,x,00,0.0,0,0,x,0,x,x
1915,03,15,1_mo,x,"pktreg",5578,1025.9,7.7,6.1,77,9.4,7.6,10,N,x,00,0.0,0,0,x,0,x,x
1915,03,16,2_tu,x,"pktreg",5578,1022.3,6.7,5.0,74,8.6,3.2,10,NE,x,00,0.0,0,0,x,0,x,x
1915,03,17,3_we,x,"pktreg; register gives cloud form as haze and weather as overcast but no cloud amt; changed to amt=10",5578,1014.5,6.2,6.0,96,8.6,5.8,10,SW,x,05,0.0,0,0,x,0,x,x
1915,03,18,4_th,x,"pktreg; min temp changed from 365 to 360",5578,1001.5,2.2,0.0,60,5.6,2.2,10,N,x,00,1.8,1,0,x,0,x,x
1915,03,19,5_fr,x,"pktreg",5578,1002.9,1.4,0.1,76,4.5,-0.2,2,N,x,00,0.0,0,1,x,0,x,x
1915,03,20,6_sa,x,"pktreg",5578,1015.5,2.3,-0.4,51,8.6,-2.8,10,W,x,00,0.0,0,1,x,0,x,x
1915,03,21,7_su,x,"pktreg",5578,1023.4,2.9,1.1,69,12.7,2.2,0,SW,x,00,0.0,0,0,x,0,x,x
1915,03,22,1_mo,x,"pktreg",5578,1018.0,3.6,2.2,77,14.7,-0.5,8,E,x,00,9.1,1,1,x,0,x,x
1915,03,23,2_tu,x,"pktreg; min temp changed from 386 to 384; in register current weather ='o' but cloud at given as fog",5578,1012.4,8.2,7.9,95,14.6,3.6,OBS,CALM,x,45,0.8,1,0,x,0,x,x
1915,03,24,3_we,x,"pktreg",5578,1013.5,10.5,9.7,90,13.9,6.2,10,S,x,00,0.5,1,0,x,0,x,x
1915,03,25,4_th,x,"pktreg; max temp changed from 439 to 440; min temp changed from 445 to 440",5578,1017.7,6.7,5.6,84,6.7,6.7,10,E,x,62,0.0,0,0,x,0,x,x
1915,03,26,5_fr,x,"pktreg",5578,1018.5,3.1,1.3,70,4.9,-0.8,1,N,x,00,0.0,0,1,x,0,x,x
1915,03,27,6_sa,x,"pktreg",5578,1008.9,1.9,0.0,66,6.4,-1.6,3,E,x,00,0.0,0,1,x,0,x,x
1915,03,28,7_su,x,"pktreg",5578,1007.7,2.8,-0.3,47,6.1,-1.1,2,NE,x,00,0.0,0,1,x,0,x,x
1915,03,29,1_mo,x,"pktreg",5578,1011.4,0.8,-0.6,74,5.6,-1.6,3,E,x,00,0.0,0,1,x,0,x,x
1915,03,30,2_tu,x,"pktreg",5578,1017.2,2.3,-0.8,46,7.1,-3.1,1,NE,x,00,0.0,0,1,x,0,x,x
1915,03,31,3_we,x,"pktreg",5578,1017.9,4.2,0.8,46,10.8,-1.1,0,N,x,00,0.0,0,1,x,0,x,x
1915,04,01,4_th,x,"pktreg",5578,1026.2,4.0,2.2,72,13.6,-1.2,10,SW,x,00,0.0,0,1,x,0,x,x
1915,04,02,5_fr,EF,"pktreg",5578,1028.4,7.6,5.1,65,11.6,0.3,2,W,x,00,1.3,1,0,x,0,x,x
1915,04,03,6_sa,ES,"pktreg",5578,1019.5,6.7,6.1,91,11.2,6.1,10,W,x,00,3.6,1,0,x,0,x,x
1915,04,04,7_su,EA,"pktreg; min temp change d from 441 to 440",5578,1011.5,10.8,8.7,74,14.8,6.7,9,W,x,00,0.0,0,0,x,0,x,x
1915,04,05,1_mo,EM,"pktreg",5578,1009.9,7.8,6.7,84,11.3,5.3,10,W,x,00,0.8,1,0,x,0,x,x
1915,04,06,2_tu,x,"pktreg; dry changed from 256 to 456 in view of max reading",5578,1004.5,7.6,6.1,79,8.9,1.0,10,SW,x,00,4.8,1,0,x,0,x,x
1915,04,07,3_we,x,"pktreg",5578,990.1,8.7,6.1,65,12.4,7.0,5,W,x,00,0.0,0,0,x,0,x,x
1915,04,08,4_th,x,"pktreg; register says force 5-6",5578,998.8,8.3,5.6,63,11.7,3.1,4,W,x,00,1.3,1,0,x,0,x,x
1915,04,09,5_fr,x,"pktreg",5578,1013.3,7.7,4.9,62,11.6,3.9,2,W,x,00,3.3,1,0,x,0,x,x
1915,04,10,6_sa,x,"pktreg",5578,1018.2,6.2,4.4,74,12.5,4.4,5,W,x,00,0.0,0,0,x,0,x,x
1915,04,11,7_su,x,"pktreg",5578,1025.9,8.9,6.7,70,13.2,5.3,10,NW,x,00,0.0,0,0,x,0,x,x
1915,04,12,1_mo,x,"pktreg",5578,1026.3,9.0,8.3,90,10.5,5.6,10,CALM,x,00,3.8,1,0,x,0,x,x
1915,04,13,2_tu,x,"pktreg",5578,1021.3,7.6,4.4,56,10.0,3.9,2,E,x,00,0.0,0,0,x,0,x,x
1915,04,14,3_we,x,"pktreg",5578,1020.8,6.6,2.8,46,13.3,0.0,0,N,x,00,0.0,0,0,x,0,x,x
1915,04,15,4_th,x,"pktreg",5578,1022.8,7.4,5.7,76,14.4,2.4,10,SW,x,00,0.0,0,0,x,0,x,x
1915,04,16,5_fr,x,"pktreg",5578,1023.9,10.7,8.9,78,16.7,2.9,2,W,x,00,0.0,0,0,x,0,x,x
1915,04,17,6_sa,x,"pktreg",5578,1026.0,7.8,4.0,48,12.2,3.8,0,N,x,00,0.0,0,0,x,0,x,x
1915,04,18,7_su,x,"pktreg",5578,1025.7,6.9,4.4,65,13.6,-0.3,0,NE,x,00,0.0,0,1,x,0,x,x
1915,04,19,1_mo,x,"pktreg; register gives cloud form as haze and weather as overcast; change weather to haze",5578,1022.7,6.7,5.8,87,15.2,0.8,10,W,x,05,0.0,0,0,x,0,x,x
1915,04,20,2_tu,x,"pktreg; min temp changed from 452 to 440",5578,1014.4,10.8,8.3,69,13.1,6.7,10,SW,x,00,1.5,1,0,x,0,x,x
1915,04,21,3_we,x,"pktreg",5578,1022.8,6.9,3.4,51,11.6,1.7,0,W,x,00,0.0,0,0,x,0,x,x
1915,04,22,4_th,x,"pktreg",5578,1022.5,8.6,5.6,60,12.8,0.6,8,NW,x,00,0.0,0,0,x,0,x,x
1915,04,23,5_fr,x,"pktreg",5578,1022.5,7.7,5.3,67,11.2,5.4,10,N,x,00,0.0,0,0,x,0,x,x
1915,04,24,6_sa,x,"pktreg",5578,1022.0,6.6,4.7,72,12.2,0.0,6,NE,x,00,0.0,0,0,x,0,x,x
1915,04,25,7_su,x,"pktreg",5578,1020.0,8.6,5.3,56,10.5,2.7,10,NE,x,00,0.5,1,0,x,0,x,x
1915,04,26,1_mo,x,"pktreg",5578,1025.6,8.4,4.2,44,8.9,6.6,10,NE,x,00,0.0,0,0,x,0,x,x
1915,04,27,2_tu,x,"pktreg; register gives cloud form as haze and weather as overcast; change weather to haze",5578,1027.7,7.1,5.7,80,14.5,5.8,10,NE,x,05,0.0,0,0,x,0,x,x
1915,04,28,3_we,x,"pktreg",5578,1024.9,14.5,10.7,60,21.1,6.2,0,E,x,00,0.0,0,0,x,0,x,x
1915,04,29,4_th,x,"pktreg",5578,1024.1,13.3,8.9,52,20.5,5.0,0,E,x,00,0.0,0,0,x,0,x,x
1915,04,30,5_fr,x,"pktreg",5578,1020.2,10.3,8.3,74,22.7,3.3,2,E,x,00,0.0,0,0,x,0,x,x
1915,05,01,6_sa,x,"pktreg",5578,1014.0,12.8,11.0,79,18.3,8.7,10,SW,x,00,1.0,1,0,x,0,x,x
1915,05,02,7_su,x,"pktreg",5578,1011.3,9.1,7.8,83,16.6,7.8,10,NE,x,00,0.0,0,0,x,0,x,x
1915,05,03,1_mo,x,"pktreg",5578,1022.5,9.5,5.7,52,13.1,3.6,7,E,x,00,0.3,1,0,x,0,x,x
1915,05,04,2_tu,x,"pktreg",5578,1017.1,9.7,7.9,77,16.1,6.6,10,E,x,00,0.0,0,0,x,0,x,x
1915,05,05,3_we,x,"pktreg",5578,1014.9,13.3,11.4,78,23.1,8.3,6,E,x,00,0.0,0,0,x,0,x,x
1915,05,06,4_th,x,"pktreg",5578,1015.1,17.2,13.9,68,24.7,9.5,7,NW,x,00,0.0,0,0,x,0,x,x
1915,05,07,5_fr,x,"pktreg",5578,1017.3,16.2,14.3,80,24.6,9.6,1,E,x,00,0.0,0,0,x,0,x,x
1915,05,08,6_sa,x,"pktreg",5578,1021.3,17.8,13.1,55,23.0,11.1,3,E,x,00,0.0,0,0,x,0,x,x
1915,05,09,7_su,x,"pktreg",5578,1030.3,12.7,6.9,36,16.9,6.2,0,NE,x,00,0.0,0,0,x,0,x,x
1915,05,10,1_mo,x,"pktreg",5578,1029.1,9.4,7.1,70,19.5,3.0,8,NE,x,00,0.0,0,0,x,0,x,x
1915,05,11,2_tu,x,"pktreg",5578,1019.0,14.6,9.1,43,21.7,2.4,0,E,x,00,0.0,0,0,x,0,x,x
1915,05,12,3_we,x,"pktreg",5578,1008.2,15.1,12.2,69,18.6,10.4,9,W,x,00,11.4,1,0,x,0,x,x
1915,05,13,4_th,x,"pktreg",5578,1005.7,7.2,6.8,94,8.0,6.4,10,E,x,62,27.7,1,0,x,0,x,x
1915,05,14,5_fr,x,"pktreg; pressure value in register may have been changed from 29.784 (which seems in better agreement with NCEP) to 29.984; former is used here",5578,1013.1,6.2,4.4,74,12.3,2.6,10,N,x,00,0.0,0,0,x,0,x,x
1915,05,15,6_sa,x,"pktreg",5578,1023.9,10.1,6.1,50,15.8,0.4,2,NW,x,00,1.3,1,0,x,0,x,x
1915,05,16,7_su,x,"pktreg",5578,1017.0,10.5,9.3,84,17.4,5.8,10,SE,x,00,1.5,1,0,x,0,x,x
1915,05,17,1_mo,x,"pktreg",5578,1005.6,12.3,11.2,87,12.9,10.0,10,NE,x,62,32.0,1,0,x,0,x,x
1915,05,18,2_tu,x,"pktreg",5578,1009.3,7.2,6.6,90,10.7,6.7,10,NE,x,62,1.8,1,0,x,0,x,x
1915,05,19,3_we,x,"pktreg",5578,1018.2,10.7,7.5,60,19.2,2.3,2,NE,x,00,0.5,1,0,x,0,x,x
1915,05,20,4_th,x,"pktreg",5578,1017.1,12.2,11.2,88,17.0,8.2,10,S,x,00,0.0,0,0,x,0,x,x
1915,05,21,5_fr,x,"pktreg",5578,1017.9,12.8,12.6,97,19.2,9.4,10,NE,x,52,1.3,1,0,x,0,x,x
1915,05,22,6_sa,L6,"pktreg",5578,1019.7,15.8,13.3,74,20.8,12.5,4,NE,x,00,0.0,0,0,x,0,x,x
1915,05,23,7_su,L7,"pktreg",5578,1023.4,17.7,13.0,55,23.1,11.2,2,NE,x,00,0.0,0,0,x,0,x,x
1915,05,24,1_mo,LS,"pktreg",5578,1024.5,11.7,11.6,99,23.3,10.1,0,E,x,00,0.0,0,0,x,0,x,x
1915,05,25,2_tu,x,"pktreg",5578,1024.6,14.2,11.3,69,24.8,7.8,0,NE,x,00,0.0,0,0,x,0,x,x
1915,05,26,3_we,x,"pktreg",5578,1016.6,18.3,13.9,59,25.2,9.1,0,NE,x,00,0.0,0,0,x,0,x,x
1915,05,27,4_th,x,"pktreg",5578,1021.2,13.2,8.9,53,16.1,8.0,0,NE,x,00,0.0,0,0,x,0,x,x
1915,05,28,5_fr,x,"pktreg",5578,1020.3,10.0,7.0,62,15.9,7.8,10,NE,x,00,0.0,0,0,x,0,x,x
1915,05,29,6_sa,x,"pktreg",5578,1010.8,12.9,10.3,70,16.0,3.6,2,NE,x,00,0.0,0,0,x,0,x,x
1915,05,30,7_su,x,"pktreg",5578,1016.3,10.2,5.8,46,13.6,4.2,7,NE,x,00,0.0,0,0,x,0,x,x
1915,05,31,1_mo,x,"pktreg",5578,1023.2,11.1,7.5,57,17.7,0.7,3,NE,x,00,0.0,0,0,x,0,x,x
1915,06,01,2_tu,x,"pktreg",5578,1019.7,14.6,10.0,52,18.6,3.4,3,E,x,00,0.0,0,0,x,0,x,x
1915,06,02,3_we,x,"pktreg",5578,1019.3,15.6,11.4,57,21.8,4.8,0,E,x,00,0.8,1,0,x,0,x,x
1915,06,03,4_th,x,"pktreg",5578,1017.8,11.2,10.0,85,14.6,8.8,10,SW,x,00,0.0,0,0,x,0,x,x
1915,06,04,5_fr,x,"pktreg; min temp changed from 5224 to 522",5578,1023.8,14.6,13.0,83,23.3,11.2,10,SW,x,00,0.0,0,0,x,0,x,x
1915,06,05,6_sa,x,"pktreg",5578,1023.4,20.8,14.6,47,23.3,10.3,4,SW,x,00,0.0,0,0,x,0,x,x
1915,06,06,7_su,x,"pktreg",5578,1023.0,15.6,14.3,86,21.1,12.7,10,SW,x,00,0.0,0,0,x,0,x,x
1915,06,07,1_mo,x,"pktreg",5578,1019.2,16.1,14.1,79,26.7,11.1,3,SW,x,00,0.0,0,0,x,0,x,x
1915,06,08,2_tu,x,"pktreg",5578,1011.1,24.4,20.6,70,29.6,15.0,1,S,x,00,0.0,0,0,x,0,x,x
1915,06,09,3_we,x,"pktreg",5578,1014.3,18.7,14.5,61,22.2,12.4,7,NE,x,00,0.3,1,0,x,0,x,x
1915,06,10,4_th,x,"pktreg",5578,1013.7,18.9,14.7,61,22.6,13.1,8,E,x,00,0.0,0,0,x,0,x,x
1915,06,11,5_fr,x,"pktreg",5578,1020.3,16.5,15.0,84,22.2,12.8,10,E,x,00,0.0,0,0,x,0,x,x
1915,06,12,6_sa,x,"pktreg",5578,1025.7,16.0,11.4,54,22.1,9.4,10,E,x,00,0.0,0,0,x,0,x,x
1915,06,13,7_su,x,"pktreg",5578,1024.4,16.1,9.7,38,23.3,7.5,0,E,x,05,0.3,1,0,x,0,x,x
1915,06,14,1_mo,x,"pktreg",5578,1024.2,13.1,9.1,56,20.6,10.0,4,E,x,00,0.0,0,0,x,0,x,x
1915,06,15,2_tu,x,"pktreg",5578,1024.5,12.8,9.1,58,21.3,7.9,2,E,x,00,0.0,0,0,x,0,x,x
1915,06,16,3_we,x,"pktreg",5578,1023.8,11.9,9.5,72,22.5,7.4,4,NE,x,00,0.0,0,0,x,0,x,x
1915,06,17,4_th,x,"pktreg",5578,1022.0,12.3,10.4,78,21.1,9.4,10,E,x,00,0.0,0,0,x,0,x,x
1915,06,18,5_fr,x,"pktreg",5578,1024.1,12.8,8.6,53,18.4,8.3,6,SE,x,00,0.0,0,0,x,0,x,x
1915,06,19,6_sa,x,"pktreg",5578,1022.8,12.7,8.3,50,18.9,5.7,5,E,x,00,0.0,0,0,x,0,x,x
1915,06,20,7_su,x,"pktreg",5578,1022.1,13.9,10.6,64,21.9,4.1,5,E,x,00,0.0,0,0,x,0,x,x
1915,06,21,1_mo,x,"pktreg",5578,1014.5,16.7,14.4,77,23.6,6.7,5,W,x,00,0.0,0,0,x,0,x,x
1915,06,22,2_tu,x,"pktreg",5578,1017.2,16.1,12.3,62,22.2,9.2,2,E,x,00,0.0,0,0,x,0,x,x
1915,06,23,3_we,x,"pktreg",5578,1015.2,15.3,11.9,64,17.3,10.3,5,E,x,00,0.5,1,0,x,0,x,x
1915,06,24,4_th,x,"pktreg; max temp changed from 586 to 595",5578,1014.3,10.7,10.0,91,15.3,10.2,10,N,x,62,0.8,1,0,x,0,x,x
1915,06,25,5_fr,x,"pktreg",5578,1012.8,15.3,12.8,74,22.8,10.3,10,NE,x,00,12.7,1,0,x,0,x,x
1915,06,26,6_sa,x,"pktreg",5578,1013.4,16.7,13.9,72,20.8,11.9,4,SW,x,00,0.8,1,0,x,0,x,x
1915,06,27,7_su,x,"pktreg",5578,1011.0,16.2,13.5,72,18.1,9.0,6,SW,x,00,7.4,1,0,x,0,x,x
1915,06,28,1_mo,x,"pktreg",5578,1009.0,15.4,13.8,83,20.6,11.1,10,W,x,00,0.0,0,0,x,0,x,x
1915,06,29,2_tu,x,"pktreg",5578,1008.1,15.1,13.3,81,20.3,10.3,10,SW,x,00,0.0,0,0,x,0,x,x
1915,06,30,3_we,x,"pktreg",5578,1008.6,17.2,14.6,74,22.2,12.1,10,W,x,00,0.0,0,0,x,0,x,x
1915,07,01,4_th,x,"pktreg",5578,1019.1,14.9,13.3,83,22.2,11.4,10,W,x,00,0.0,0,0,x,0,x,x
1915,07,02,5_fr,x,"pktreg",5578,1025.0,18.9,15.6,69,23.5,11.2,7,W,x,00,0.0,0,0,x,0,x,x
1915,07,03,6_sa,x,"pktreg",5578,1023.8,21.6,17.0,61,26.7,13.3,3,SW,x,00,1.0,1,0,x,0,x,x
1915,07,04,7_su,x,"pktreg",5578,1014.8,21.8,19.2,77,27.8,16.5,10,SE,x,00,0.0,0,0,x,0,x,x
1915,07,05,1_mo,x,"pktreg",5578,1015.6,18.9,15.7,70,25.0,13.9,4,W,x,00,0.0,0,0,x,0,x,x
1915,07,06,2_tu,x,"pktreg",5578,1016.3,18.9,15.6,69,24.2,11.6,8,S,x,00,13.5,1,0,x,0,x,x
1915,07,07,3_we,x,"pktreg",5578,1003.0,15.0,14.0,89,19.7,13.2,8,S,x,00,6.9,1,0,x,0,x,x
1915,07,08,4_th,x,"pktreg",5578,1013.2,15.3,13.3,79,17.8,12.8,10,W,x,00,0.0,0,0,x,0,x,x
1915,07,09,5_fr,x,"pktreg",5578,1021.8,15.5,11.8,61,20.1,12.1,9,W,x,00,6.6,1,0,x,0,x,x
1915,07,10,6_sa,x,"pktreg",5578,1019.3,18.3,13.3,54,19.4,8.3,7,W,x,00,0.0,0,0,x,0,x,x
1915,07,11,7_su,x,"pktreg",5578,1012.9,15.6,12.8,71,17.8,13.4,10,W,x,00,0.0,0,0,x,0,x,x
1915,07,12,1_mo,x,"pktreg",5578,1009.6,16.9,12.8,60,19.4,11.7,8,W,x,00,0.0,0,0,x,0,x,x
1915,07,13,2_tu,x,"pktreg",5578,1011.5,13.9,12.7,86,20.6,7.7,10,W,x,00,0.0,0,0,x,0,x,x
1915,07,14,3_we,x,"pktreg",5578,1009.9,17.2,13.6,65,18.4,7.2,6,SW,x,00,21.3,1,0,x,0,x,x
1915,07,15,4_th,x,"pktreg",5578,1004.9,15.3,12.7,72,19.4,8.6,9,SW,x,00,0.8,1,0,x,0,x,x
1915,07,16,5_fr,x,"pktreg",5578,1007.7,13.9,12.2,81,16.1,8.9,10,SW,x,00,19.1,1,0,x,0,x,x
1915,07,17,6_sa,x,"pktreg",5578,996.1,15.9,12.6,66,16.7,12.6,9,NW,x,00,0.3,1,0,x,0,x,x
1915,07,18,7_su,x,"pktreg",5578,1022.5,15.0,12.0,68,19.9,9.3,4,W,x,00,0.0,0,0,x,0,x,x
1915,07,19,1_mo,x,"pktreg",5578,1021.0,16.1,14.6,84,20.6,12.9,10,SW,x,05,2.8,1,0,x,0,x,x
1915,07,20,2_tu,x,"pktreg",5578,1014.4,16.1,13.4,72,19.8,12.8,5,W,x,00,0.0,0,0,x,0,x,x
1915,07,21,3_we,x,"pktreg",5578,1016.9,16.9,12.8,60,20.3,11.8,3,W,x,00,0.3,1,0,x,0,x,x
1915,07,22,4_th,x,"pktreg",5578,1008.7,14.9,14.0,91,15.6,13.3,10,W,x,00,15.2,1,0,x,0,x,x
1915,07,23,5_fr,x,"pktreg",5578,1000.0,14.4,12.6,80,18.1,12.2,3,SW,x,00,6.6,1,0,x,0,x,x
1915,07,24,6_sa,x,"pktreg",5578,1006.7,15.8,13.9,80,19.6,9.7,8,SW,x,00,16.0,1,0,x,0,x,x
1915,07,25,7_su,x,"pktreg",5578,1010.6,14.6,12.7,80,19.5,12.2,0,W,x,00,4.6,1,0,x,0,x,x
1915,07,26,1_mo,x,"pktreg",5578,1010.4,14.4,12.8,82,20.5,7.8,6,SW,x,00,2.8,1,0,x,0,x,x
1915,07,27,2_tu,x,"pktreg",5578,1007.8,14.5,13.4,88,20.0,8.6,8,SW,x,00,4.3,1,0,x,0,x,x
1915,07,28,3_we,x,"pktreg",5578,1015.7,16.1,15.1,90,20.4,9.7,4,W,x,00,0.0,0,0,x,0,x,x
1915,07,29,4_th,x,"pktreg",5578,1021.6,16.1,14.2,80,21.2,8.0,5,SW,x,00,7.9,1,0,x,0,x,x
1915,07,30,5_fr,x,"pktreg",5578,1021.7,15.6,12.8,71,21.7,9.2,0,W,x,00,0.0,0,0,x,0,x,x
1915,07,31,6_sa,S6,"pktreg; max temp changed from 683 to 690",5578,1014.5,16.7,15.6,88,20.6,11.7,7,SW,x,00,0.0,0,0,x,0,x,x
1915,08,01,7_su,S7,"pktreg; is the wet bulb dry?",5578,1006.3,20.6,20.4,98,21.5,12.7,5,SW,x,00,0.3,1,0,x,0,x,x
1915,08,02,1_mo,SM,"pktreg",5578,1002.0,17.2,17.1,99,20.6,12.3,8,SW,x,00,30.7,1,0,x,0,x,x
1915,08,03,2_tu,x,"pktreg",5578,1003.1,14.1,13.9,98,19.1,13.4,10,W,x,00,4.8,1,0,x,0,x,x
1915,08,04,3_we,x,"pktreg",5578,1012.9,16.1,15.2,91,21.0,11.1,10,NW,x,00,0.8,1,0,x,0,x,x
1915,08,05,4_th,x,"pktreg",5578,1016.6,16.1,15.7,96,19.0,10.9,10,SW,x,00,0.5,1,0,x,0,x,x
1915,08,06,5_fr,x,"pktreg",5578,1012.5,18.9,17.8,89,21.4,14.5,10,SW,x,00,0.8,1,0,x,0,x,x
1915,08,07,6_sa,x,"pktreg",5578,1019.0,17.7,16.0,83,21.7,13.4,10,SW,x,00,0.5,1,0,x,0,x,x
1915,08,08,7_su,x,"pktreg",5578,1018.0,18.6,16.8,83,25.0,16.7,10,W,x,00,1.5,1,0,x,0,x,x
1915,08,09,1_mo,x,"pktreg; rain but cloud amt giiven as fog in register; assumed rain and fog",5578,1017.8,17.7,17.2,95,23.3,16.4,10,SW,x,62,0.5,1,0,x,0,x,x
1915,08,10,2_tu,x,"pktreg",5578,1016.7,19.2,18.1,90,24.2,15.0,10,SSW,x,62,8.4,1,0,x,0,x,x
1915,08,11,3_we,x,"pktreg",5578,1018.1,19.4,16.1,70,23.3,14.1,4,SW,x,00,1.3,1,0,x,0,x,x
1915,08,12,4_th,x,"pktreg",5578,1016.8,17.7,16.2,85,21.2,14.4,7,S,x,00,11.7,1,0,x,0,x,x
1915,08,13,5_fr,x,"pktreg",5578,1013.8,15.2,13.8,85,21.7,10.1,4,W,x,00,0.0,0,0,x,0,x,x
1915,08,14,6_sa,x,"pktreg",5578,1014.3,16.7,14.4,77,21.1,9.7,5,NW,x,00,3.0,1,0,x,0,x,x
1915,08,15,7_su,x,"pktreg",5578,1012.8,16.1,14.4,82,19.2,11.2,6,SW,x,00,1.0,1,0,x,0,x,x
1915,08,16,1_mo,x,"pktreg",5578,1014.2,15.5,13.3,77,20.2,11.1,3,W,x,00,3.3,1,0,x,0,x,x
1915,08,17,2_tu,x,"pktreg",5578,1016.5,14.2,13.4,91,19.7,9.6,10,S,x,00,0.0,0,0,x,0,x,x
1915,08,18,3_we,x,"pktreg",5578,1019.7,14.7,12.9,81,20.1,11.7,9,E,x,00,0.0,0,0,x,0,x,x
1915,08,19,4_th,x,"pktreg",5578,1019.4,13.2,12.2,88,21.3,8.8,8,N,x,10,0.0,0,0,x,0,x,x
1915,08,20,5_fr,x,"pktreg",5578,1022.0,13.9,12.8,87,20.9,8.3,10,N,x,10,0.0,0,0,x,0,x,x
1915,08,21,6_sa,x,"pktreg",5578,1021.8,16.2,13.4,72,20.2,11.7,4,NE,x,00,0.0,0,0,x,0,x,x
1915,08,22,7_su,x,"pktreg",5578,1025.9,16.7,14.1,74,20.3,12.8,7,N,x,00,0.0,0,0,x,0,x,x
1915,08,23,1_mo,x,"pktreg",5578,1027.1,17.7,14.7,71,20.9,13.1,10,SW,x,00,0.0,0,0,x,0,x,x
1915,08,24,2_tu,x,"pktreg",5578,1025.2,16.4,13.3,69,21.2,10.3,10,NW,x,00,0.0,0,0,x,0,x,x
1915,08,25,3_we,x,"pktreg",5578,1024.6,17.4,14.3,69,22.5,11.7,0,NW,x,05,0.0,0,0,x,0,x,x
1915,08,26,4_th,x,"pktreg",5578,1019.5,16.7,14.5,77,23.6,10.4,0,NW,x,00,0.0,0,0,x,0,x,x
1915,08,27,5_fr,x,"pktreg",5578,1020.0,19.0,13.2,48,22.3,11.6,0,N,x,00,0.0,0,0,x,0,x,x
1915,08,28,6_sa,x,"pktreg",5578,1014.7,15.6,13.4,77,20.6,10.6,1,NE,x,00,0.0,0,0,x,0,x,x
1915,08,29,7_su,x,"pktreg",5578,1007.4,17.2,15.1,79,17.2,9.4,10,W,x,00,2.8,1,0,x,0,x,x
1915,08,30,1_mo,x,"pktreg",5578,1014.8,12.1,9.8,73,18.2,5.6,1,NW,x,00,0.0,0,0,x,0,x,x
1915,08,31,2_tu,x,"pktreg",5578,1022.7,14.6,11.7,69,18.4,11.2,8,W,x,00,0.8,1,0,x,0,x,x
1915,09,01,3_we,x,"pktreg",5578,1011.6,15.9,12.9,69,18.0,10.6,9,W,x,00,0.5,1,0,x,0,x,x
1915,09,02,4_th,x,"pktreg",5578,1006.0,11.1,9.4,79,13.6,7.5,10,N,x,00,1.5,1,0,x,0,x,x
1915,09,03,5_fr,x,"pktreg",5578,1006.8,11.7,8.8,66,16.1,7.6,0,NE,x,00,1.3,1,0,x,0,x,x
1915,09,04,6_sa,x,"pktreg",5578,1015.6,11.8,8.8,64,16.7,5.6,0,NW,x,00,0.0,0,0,x,0,x,x
1915,09,05,7_su,x,"pktreg",5578,1025.0,10.3,9.1,85,19.4,2.6,0,N,x,00,0.0,0,0,x,0,x,x
1915,09,06,1_mo,x,"pktreg; register gives '-' for direction and speed; assumed calm",5578,1029.4,12.2,11.1,87,20.5,3.3,0,CALM,x,00,0.0,0,0,x,0,x,x
